gene_id	protein_id	product	transcript_id
LOC135198992	XP_064082978.1	uncharacterized protein LOC135198992	XM_064226908.1
LOC135198993	XP_064082979.1	uncharacterized protein LOC135198993	XM_064226909.1
LOC135199158	XP_064083128.1	uncharacterized protein LOC135199158 isoform X2	XM_064227058.1
LOC135199158	XP_064083127.1	uncharacterized protein LOC135199158 isoform X1	XM_064227057.1
LOC135199161	XP_064083129.1	uncharacterized protein LOC135199161	XM_064227059.1
LOC135199163	XP_064083130.1	uncharacterized protein LOC135199163	XM_064227060.1
LOC135198996	XP_064082980.1	type-2 ice-structuring protein-like	XM_064226910.1
LOC135198997	XP_064082981.1	dnaJ homolog subfamily C member 3-like	XM_064226911.1
LOC135198998	XP_064082982.1	uncharacterized protein LOC135198998	XM_064226912.1
LOC135198999	XP_064082983.1	uncharacterized protein LOC135198999	XM_064226913.1
LOC135199000	XP_064082984.1	uncharacterized protein LOC135199000	XM_064226914.1
LOC135199001	XP_064082985.1	uncharacterized protein LOC135199001	XM_064226915.1
LOC135199171	XP_064083133.1	uncharacterized protein LOC135199171 isoform X2	XM_064227063.1
LOC135199171	XP_064083132.1	uncharacterized protein LOC135199171 isoform X1	XM_064227062.1
LOC135199002	XP_064082986.1	coiled-coil domain-containing protein 18-like	XM_064226916.1
LOC135199004	XP_064082987.1	structural maintenance of chromosomes protein 1A-like	XM_064226917.1
LOC135199291	XP_064083267.1	uncharacterized protein LOC135199291	XM_064227197.1
LOC135199005	XP_064082988.1	uncharacterized protein LOC135199005	XM_064226918.1
LOC135199292	XP_064083270.1	adhesion G protein-coupled receptor E2-like isoform X3	XM_064227200.1
LOC135199292	XP_064083269.1	fibrillin-2-like isoform X2	XM_064227199.1
LOC135199292	XP_064083268.1	latent-transforming growth factor beta-binding protein 1-like isoform X1	XM_064227198.1
LOC135199006	XP_064082989.1	uncharacterized protein LOC135199006	XM_064226919.1
LOC135199007	XP_064082991.1	uncharacterized protein LOC135199007	XM_064226921.1
LOC135199008	XP_064082992.1	fibrillin-2-like	XM_064226922.1
LOC135199175	XP_064083134.1	uncharacterized protein LOC135199175	XM_064227064.1
LOC135199295	XP_064083275.1	uncharacterized protein LOC135199295 isoform X2	XM_064227205.1
LOC135199295	XP_064083274.1	uncharacterized protein LOC135199295 isoform X2	XM_064227204.1
LOC135199295	XP_064083272.1	uncharacterized protein LOC135199295 isoform X1	XM_064227202.1
LOC135199295	XP_064083271.1	uncharacterized protein LOC135199295 isoform X1	XM_064227201.1
LOC135199295	XP_064083273.1	uncharacterized protein LOC135199295 isoform X1	XM_064227203.1
LOC135199298	XP_064083278.1	uncharacterized protein LOC135199298 isoform X1	XM_064227208.1
LOC135199298	XP_064083279.1	uncharacterized protein LOC135199298 isoform X2	XM_064227209.1
LOC135199297	XP_064083277.1	uncharacterized protein LOC135199297	XM_064227207.1
LOC135199177	XP_064083135.1	uncharacterized protein LOC135199177	XM_064227065.1
LOC135199009	XP_064082993.1	uncharacterized protein LOC135199009	XM_064226923.1
LOC135199010	XP_064082995.1	uncharacterized protein LOC135199010	XM_064226925.1
LOC135199011	XP_064082996.1	uncharacterized protein LOC135199011	XM_064226926.1
LOC135199012	XP_064082997.1	uncharacterized protein DDB_G0286379-like	XM_064226927.1
LOC135199013	XP_064082999.1	uncharacterized protein LOC135199013	XM_064226929.1
LOC135199182	XP_064083137.1	trichohyalin-like	XM_064227067.1
LOC135199014	XP_064083000.1	synapsin-1-like	XM_064226930.1
LOC135199300	XP_064083280.1	uncharacterized protein LOC135199300	XM_064227210.1
LOC135199301	XP_064083282.1	uncharacterized protein LOC135199301	XM_064227212.1
LOC135199301	XP_064083283.1	uncharacterized protein LOC135199301	XM_064227213.1
LOC135199301	XP_064083284.1	uncharacterized protein LOC135199301	XM_064227214.1
LOC135199015	XP_064083001.1	histone H3.v1-like	XM_064226931.1
LOC135199017	XP_064083002.1	uncharacterized protein LOC135199017	XM_064226932.1
LOC135199018	XP_064083004.1	uncharacterized protein LOC135199018	XM_064226934.1
LOC135199019	XP_064083005.1	uncharacterized protein K02A2.6-like	XM_064226935.1
LOC135199020	XP_064083006.1	uncharacterized protein LOC135199020	XM_064226936.1
LOC135199021	XP_064083007.1	uncharacterized protein K02A2.6-like	XM_064226937.1
LOC135199023	XP_064083008.1	uncharacterized protein LOC135199023	XM_064226938.1
LOC135199024	XP_064083009.1	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	XM_064226939.1
LOC135199185	XP_064083138.1	uncharacterized protein LOC135199185 isoform X1	XM_064227068.1
LOC135199185	XP_064083140.1	uncharacterized protein LOC135199185 isoform X2	XM_064227070.1
LOC135199305	XP_064083285.1	charged multivesicular body protein 7-like	XM_064227215.1
LOC135199234	XP_064083171.1	uncharacterized protein LOC135199234	XM_064227101.1
LOC135199025	XP_064083011.1	uncharacterized protein LOC135199025	XM_064226941.1
LOC135199308	XP_064083287.1	uncharacterized protein LOC135199308	XM_064227217.1
LOC135199026	XP_064083012.1	ATP-dependent helicase brm-like	XM_064226942.1
LOC135199311	XP_064083291.1	uncharacterized protein LOC135199311	XM_064227221.1
LOC135199311	XP_064083290.1	uncharacterized protein LOC135199311	XM_064227220.1
LOC135199311	XP_064083288.1	uncharacterized protein LOC135199311	XM_064227218.1
LOC135199311	XP_064083289.1	uncharacterized protein LOC135199311	XM_064227219.1
LOC135199313	XP_064083292.1	leukocyte elastase inhibitor-like	XM_064227222.1
LOC135199314	XP_064083294.1	uncharacterized protein LOC135199314	XM_064227224.1
LOC135199314	XP_064083293.1	uncharacterized protein LOC135199314	XM_064227223.1
LOC135199314	XP_064083296.1	uncharacterized protein LOC135199314	XM_064227226.1
LOC135199314	XP_064083295.1	uncharacterized protein LOC135199314	XM_064227225.1
LOC135199315	XP_064083298.1	rhotekin-like	XM_064227228.1
LOC135199315	XP_064083297.1	rhotekin-like	XM_064227227.1
LOC135199316	XP_064083299.1	LOW QUALITY PROTEIN: mucin-2-like	XM_064227229.1
LOC135198927	XP_064082917.1	LOW QUALITY PROTEIN: mucin-19-like	XM_064226847.1
LOC135199318	XP_064083300.1	N-alpha-acetyltransferase 25, NatB auxiliary subunit-like isoform X1	XM_064227230.1
LOC135199318	XP_064083301.1	N-alpha-acetyltransferase 25, NatB auxiliary subunit-like isoform X2	XM_064227231.1
LOC135199319	XP_064083302.1	LOW QUALITY PROTEIN: microtubule-associated protein futsch-like	XM_064227232.1
LOC135199321	XP_064083307.1	LOW QUALITY PROTEIN: charged multivesicular body protein 3-like	XM_064227237.1
LOC135199320	XP_064083303.1	ATP-dependent RNA helicase DDX24-like	XM_064227233.1
LOC135199320	XP_064083305.1	ATP-dependent RNA helicase DDX24-like	XM_064227235.1
LOC135199320	XP_064083306.1	ATP-dependent RNA helicase DDX24-like	XM_064227236.1
LOC135198928	XP_064082918.1	protein zyg-11 homolog	XM_064226848.1
LOC135198929	XP_064082919.1	SET domain-containing protein 9-like	XM_064226849.1
LOC135199324	XP_064083308.1	uncharacterized protein LOC135199324	XM_064227238.1
LOC135199327	XP_064083332.1	prolyl endopeptidase-like	XM_064227262.1
LOC135199326	XP_064083330.1	prolyl endopeptidase-like	XM_064227260.1
LOC135199325	XP_064083311.1	inositol 1,4,5-trisphosphate receptor-like isoform X1	XM_064227241.1
LOC135199325	XP_064083312.1	inositol 1,4,5-trisphosphate receptor-like isoform X2	XM_064227242.1
LOC135199325	XP_064083320.1	inositol 1,4,5-trisphosphate receptor-like isoform X10	XM_064227250.1
LOC135199325	XP_064083319.1	inositol 1,4,5-trisphosphate receptor-like isoform X9	XM_064227249.1
LOC135199325	XP_064083316.1	inositol 1,4,5-trisphosphate receptor-like isoform X6	XM_064227246.1
LOC135199325	XP_064083317.1	inositol 1,4,5-trisphosphate receptor-like isoform X7	XM_064227247.1
LOC135199325	XP_064083309.1	inositol 1,4,5-trisphosphate receptor-like isoform X1	XM_064227239.1
LOC135199325	XP_064083325.1	inositol 1,4,5-trisphosphate receptor-like isoform X14	XM_064227255.1
LOC135199325	XP_064083323.1	inositol 1,4,5-trisphosphate receptor-like isoform X12	XM_064227253.1
LOC135199325	XP_064083318.1	inositol 1,4,5-trisphosphate receptor-like isoform X8	XM_064227248.1
LOC135199325	XP_064083327.1	inositol 1,4,5-trisphosphate receptor-like isoform X16	XM_064227257.1
LOC135199325	XP_064083326.1	inositol 1,4,5-trisphosphate receptor-like isoform X15	XM_064227256.1
LOC135199325	XP_064083322.1	inositol 1,4,5-trisphosphate receptor-like isoform X11	XM_064227252.1
LOC135199325	XP_064083314.1	inositol 1,4,5-trisphosphate receptor-like isoform X4	XM_064227244.1
LOC135199325	XP_064083315.1	inositol 1,4,5-trisphosphate receptor-like isoform X5	XM_064227245.1
LOC135199325	XP_064083313.1	inositol 1,4,5-trisphosphate receptor-like isoform X3	XM_064227243.1
LOC135199325	XP_064083324.1	inositol 1,4,5-trisphosphate receptor-like isoform X13	XM_064227254.1
LOC135199325	XP_064083328.1	inositol 1,4,5-trisphosphate receptor-like isoform X17	XM_064227258.1
LOC135199325	XP_064083329.1	inositol 1,4,5-trisphosphate receptor-like isoform X18	XM_064227259.1
LOC135199328	XP_064083333.1	LOW QUALITY PROTEIN: condensin-2 complex subunit D3-L-like	XM_064227263.1
LOC135199027	XP_064083013.1	U3 small nucleolar RNA-associated protein 18 homolog	XM_064226943.1
LOC135199329	XP_064083334.1	uncharacterized protein LOC135199329	XM_064227264.1
LOC135199331	XP_064083339.1	serine protease inhibitor 2.1-like	XM_064227269.1
LOC135199333	XP_064083341.1	vacuolar protein sorting-associated protein 41 homolog	XM_064227271.1
LOC135199330	XP_064083338.1	uncharacterized protein LOC135199330	XM_064227268.1
LOC135199330	XP_064083337.1	uncharacterized protein LOC135199330	XM_064227267.1
LOC135199330	XP_064083336.1	uncharacterized protein LOC135199330	XM_064227266.1
LOC135199330	XP_064083335.1	uncharacterized protein LOC135199330	XM_064227265.1
LOC135199028	XP_064083014.1	general transcription factor II-I repeat domain-containing protein 2B-like	XM_064226944.1
LOC135199334	XP_064083342.1	WD40 repeat-containing protein SMU1-like	XM_064227272.1
LOC135199335	XP_064083343.1	metaxin-2-like	XM_064227273.1
LOC135199337	XP_064083346.1	clusterin-associated protein 1-like isoform X1	XM_064227276.1
LOC135199337	XP_064083345.1	clusterin-associated protein 1-like isoform X1	XM_064227275.1
LOC135199337	XP_064083347.1	clusterin-associated protein 1 homolog isoform X2	XM_064227277.1
LOC135199029	XP_064083015.1	LOW QUALITY PROTEIN: tRNA pseudouridine(38/39) synthase-like	XM_064226945.1
LOC135199338	XP_064083349.1	trafficking protein particle complex subunit 5-like	XM_064227279.1
LOC135199338	XP_064083350.1	trafficking protein particle complex subunit 5-like	XM_064227280.1
LOC135199338	XP_064083352.1	trafficking protein particle complex subunit 5-like	XM_064227282.1
LOC135199338	XP_064083351.1	trafficking protein particle complex subunit 5-like	XM_064227281.1
LOC135199338	XP_064083353.1	trafficking protein particle complex subunit 5-like	XM_064227283.1
LOC135199336	XP_064083344.1	major facilitator superfamily domain-containing protein 6-like	XM_064227274.1
LOC135199030	XP_064083016.1	major facilitator superfamily domain-containing protein 6-B-like	XM_064226946.1
LOC135199339	XP_064083354.1	leishmanolysin-like peptidase	XM_064227284.1
LOC135199031	XP_064083018.1	LOW QUALITY PROTEIN: ADP-ribosylation factor-like protein 13B	XM_064226948.1
LOC135199340	XP_064083355.1	ADP-ribosylation factor-like protein 13B	XM_064227285.1
LOC135199341	XP_064083356.1	LOW QUALITY PROTEIN: selenoprotein F-like	XM_064227286.1
LOC135199342	XP_064083358.1	selenoprotein F-like	XM_064227288.1
LOC135199032	XP_064083019.1	uncharacterized protein LOC135199032	XM_064226949.1
LOC135199034	XP_064083020.1	coiled-coil and C2 domain-containing protein 2A-like	XM_064226950.1
LOC135199344	XP_064083361.1	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B-like isoform X2	XM_064227291.1
LOC135199344	XP_064083359.1	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B-like isoform X1	XM_064227289.1
LOC135199344	XP_064083360.1	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B-like isoform X1	XM_064227290.1
LOC135199344	XP_064083362.1	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B-like isoform X3	XM_064227292.1
LOC135199344	XP_064083364.1	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A-like isoform X5	XM_064227294.1
LOC135199344	XP_064083363.1	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A-like isoform X4	XM_064227293.1
LOC135199345	XP_064083365.1	microtubule-associated protein 9-like	XM_064227295.1
LOC135199346	XP_064083367.1	LOW QUALITY PROTEIN: ribonuclease Oy-like	XM_064227297.1
LOC135199347	XP_064083368.1	trypsin II-P29-like	XM_064227298.1
LOC135199349	XP_064083370.1	transmembrane protease serine 6-like	XM_064227300.1
LOC135199350	XP_064083373.1	coiled-coil domain-containing protein 102A-like isoform X3	XM_064227303.1
LOC135199350	XP_064083371.1	coiled-coil domain-containing protein 102A-like isoform X1	XM_064227301.1
LOC135199350	XP_064083376.1	coiled-coil domain-containing protein 102A-like isoform X5	XM_064227306.1
LOC135199350	XP_064083378.1	coiled-coil domain-containing protein 102A-like isoform X7	XM_064227308.1
LOC135199350	XP_064083375.1	coiled-coil domain-containing protein 102A-like isoform X4	XM_064227305.1
LOC135199350	XP_064083372.1	coiled-coil domain-containing protein 102A-like isoform X2	XM_064227302.1
LOC135199350	XP_064083377.1	coiled-coil domain-containing protein 102A-like isoform X6	XM_064227307.1
LOC135199348	XP_064083369.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like	XM_064227299.1
LOC135199351	XP_064083379.1	LOW QUALITY PROTEIN: NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like	XM_064227309.1
LOC135199353	XP_064083387.1	la protein homolog	XM_064227317.1
LOC135199353	XP_064083388.1	la protein homolog	XM_064227318.1
LOC135199352	XP_064083380.1	lysosomal cholesterol signaling protein-like isoform X1	XM_064227310.1
LOC135199352	XP_064083381.1	lysosomal cholesterol signaling protein-like isoform X2	XM_064227311.1
LOC135199352	XP_064083382.1	lysosomal cholesterol signaling protein-like isoform X3	XM_064227312.1
LOC135199352	XP_064083386.1	lysosomal cholesterol signaling protein-like isoform X5	XM_064227316.1
LOC135199352	XP_064083383.1	lysosomal cholesterol signaling protein-like isoform X4	XM_064227313.1
LOC135199355	XP_064083392.1	uncharacterized protein LOC135199355	XM_064227322.1
LOC135199354	XP_064083391.1	protein SCAI-like isoform X3	XM_064227321.1
LOC135199354	XP_064083390.1	protein SCAI-like isoform X2	XM_064227320.1
LOC135199354	XP_064083389.1	protein SCAI-like isoform X1	XM_064227319.1
LOC135199356	XP_064083393.1	uncharacterized protein LOC135199356	XM_064227323.1
LOC135199357	XP_064083396.1	uncharacterized protein LOC135199357	XM_064227326.1
LOC135199357	XP_064083395.1	uncharacterized protein LOC135199357	XM_064227325.1
LOC135199357	XP_064083397.1	uncharacterized protein LOC135199357	XM_064227327.1
LOC135199360	XP_064083399.1	uncharacterized protein LOC135199360	XM_064227329.1
LOC135199036	XP_064083021.1	uncharacterized protein LOC135199036	XM_064226951.1
LOC135199359	XP_064083398.1	monocarboxylate transporter 2-like	XM_064227328.1
LOC135199361	XP_064083401.1	ets DNA-binding protein pokkuri-like isoform X2	XM_064227331.1
LOC135199361	XP_064083400.1	transcription factor ETV6-like isoform X1	XM_064227330.1
LOC135199362	XP_064083403.1	maspardin-like	XM_064227333.1
LOC135199037	XP_064083023.1	gastrula zinc finger protein XlCGF8.2DB-like	XM_064226953.1
LOC135199365	XP_064083406.1	uncharacterized protein LOC135199365	XM_064227336.1
LOC135199364	XP_064083405.1	DNA replication complex GINS protein PSF1-like isoform X2	XM_064227335.1
LOC135199364	XP_064083404.1	DNA replication complex GINS protein PSF1-like isoform X1	XM_064227334.1
LOC135199366	XP_064083413.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227343.1
LOC135199366	XP_064083412.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227342.1
LOC135199366	XP_064083410.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227340.1
LOC135199366	XP_064083408.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227338.1
LOC135199366	XP_064083409.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227339.1
LOC135199366	XP_064083411.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227341.1
LOC135199366	XP_064083407.1	tRNA (uracil-5-)-methyltransferase homolog A-like	XM_064227337.1
LOC135199038	XP_064083024.1	LOW QUALITY PROTEIN: uncharacterized protein LOC135199038	XM_064226954.1
LOC135199368	XP_064083415.1	serine protease inhibitor 88Ea-like	XM_064227345.1
LOC135199369	XP_064083416.1	uncharacterized protein LOC135199369	XM_064227346.1
LOC135199039	XP_064083025.1	zinc finger protein 300-like	XM_064226955.1
LOC135199040	XP_064083026.1	gastrula zinc finger protein XlCGF71.1-like	XM_064226956.1
LOC135199191	XP_064083141.1	zinc finger protein 892-like	XM_064227071.1
LOC135199041	XP_064083027.1	keratin, type I cytoskeletal 9-like	XM_064226957.1
LOC135199370	XP_064083417.1	tubulin-folding cofactor B-like	XM_064227347.1
LOC135199371	XP_064083418.1	leukocyte elastase inhibitor-like	XM_064227348.1
LOC135199378	XP_064083434.1	serine protease inhibitor 88Ea-like	XM_064227364.1
LOC135199042	XP_064083028.1	uncharacterized protein LOC135199042	XM_064226958.1
LOC135199373	XP_064083422.1	leukocyte elastase inhibitor A-like isoform X2	XM_064227352.1
LOC135199373	XP_064083420.1	leukocyte elastase inhibitor A-like isoform X1	XM_064227350.1
LOC135199372	XP_064083419.1	leukocyte elastase inhibitor-like	XM_064227349.1
